Filename,GVKey,HH Name,Mergent Name,Year,Date,DocType,Parent Zip
334345_1.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,2001,10/30/2001,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\334345_1.pdf
304253_2.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,2000,10/30/2000,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\304253_2.pdf
276183_3.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,1999,10/30/1999,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\276183_3.pdf
238514_4.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,1998,10/30/1998,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\238514_4.pdf
216222_5.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,1997,10/30/1997,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\216222_5.pdf
206112_6.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,1996,10/30/1996,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\206112_6.pdf
578549_7.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,1996,10/30/1996,Annual Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_1996_2001_1\578549_7.pdf
388898_8.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,2003,10/30/2003,Annual/10K Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_2002_2010_1_altreport\388898_8.pdf
365447_9.pdf,1013,ADC TELECOMMUNICATIONS INC,ADC Telecommunications Inc,2002,10/30/2002,Annual/10K Report,./folders\1013_ADC-TELECOMMUNICATIONS-INC_2002_2010_1_altreport\365447_9.pdf
471423_1.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,2005,12/30/2005,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\471423_1.pdf
338260_2.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,2001,12/30/2001,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\338260_2.pdf
310984_3.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,2000,12/30/2000,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\310984_3.pdf
277640_4.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,1999,12/30/1999,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\277640_4.pdf
251839_5.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,1998,12/30/1998,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\251839_5.pdf
221386_6.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,1997,12/30/1997,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\221386_6.pdf
200784_7.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,1996,12/30/1996,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\200784_7.pdf
198195_8.pdf,1045,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,1995,12/30/1995,Annual Report,./folders\1045_AMERICAN-AIRLINES-GROUP-INC_1995_2005_1\198195_8.pdf
2728766_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2728766_1.pdf
2728750_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2728750_2.pdf
2453818_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2453818_3.pdf
2453817_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2453817_4.pdf
2154790_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2154790_5.pdf
2012280_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2012280_6.pdf
2048041_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2048041_7.pdf
2096209_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\2096209_8.pdf
1634278_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2015_2021_1\1634278_9.pdf
1561800_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\1561800_1.pdf
1357454_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\1357454_2.pdf
841666_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\841666_3.pdf
1491380_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\1491380_4.pdf
821433_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\821433_5.pdf
805459_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\805459_6.pdf
1491379_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\1491379_7.pdf
762194_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\762194_8.pdf
1713953_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2012_2015_2\1713953_9.pdf
685684_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\685684_1.pdf
686872_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\686872_2.pdf
596352_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\596352_3.pdf
1491377_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\1491377_4.pdf
647167_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\647167_5.pdf
655823_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\655823_6.pdf
659705_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\659705_7.pdf
623730_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\623730_8.pdf
634633_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2008_2011_3\634633_9.pdf
559969_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\559969_1.pdf
530825_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\530825_2.pdf
543799_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\543799_3.pdf
499050_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\499050_4.pdf
501416_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\501416_5.pdf
456099_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\456099_6.pdf
634634_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\634634_7.pdf
423985_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\423985_8.pdf
423985_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2004_2008_4\423985_9.pdf
406864_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\406864_1.pdf
406864_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\406864_2.pdf
469021_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\469021_3.pdf
365444_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\365444_4.pdf
838084_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\838084_5.pdf
365444_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\365444_6.pdf
1016581_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\1016581_7.pdf
333950_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\333950_8.pdf
826659_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_2001_2003_5\826659_9.pdf
322695_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\322695_1.pdf
305161_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\305161_2.pdf
838083_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\838083_3.pdf
349199_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\349199_4.pdf
275125_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\275125_5.pdf
826658_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\826658_6.pdf
290701_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\290701_7.pdf
265167_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\265167_8.pdf
242181_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1998_2001_6\242181_9.pdf
269395_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\269395_1.pdf
217988_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\217988_2.pdf
579124_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\579124_3.pdf
826656_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\826656_4.pdf
262173_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\262173_5.pdf
578557_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\578557_6.pdf
834467_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\834467_7.pdf
458668_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\458668_8.pdf
833878_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1995_1998_7\833878_9.pdf
210033_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\210033_1.pdf
500257_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\500257_2.pdf
577564_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\577564_3.pdf
458663_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\458663_4.pdf
500256_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\500256_5.pdf
458661_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\458661_6.pdf
500255_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\500255_7.pdf
458659_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\458659_8.pdf
500254_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1991_1995_8\500254_9.pdf
458658_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\458658_1.pdf
500253_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\500253_2.pdf
458655_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\458655_3.pdf
500252_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\500252_4.pdf
458654_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\458654_5.pdf
500251_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\500251_6.pdf
458653_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\458653_7.pdf
500250_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\500250_8.pdf
458649_9.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2016,03/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1986_1991_9\458649_9.pdf
458643_1.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2021,12/30/2021,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\458643_1.pdf
500248_2.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2020,12/30/2020,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500248_2.pdf
500247_3.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2019,12/30/2019,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500247_3.pdf
500246_4.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2018,12/30/2018,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500246_4.pdf
500245_5.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2017,12/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500245_5.pdf
500244_6.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (India) Ltd,2017,03/30/2017,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500244_6.pdf
500243_7.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500243_7.pdf
500242_8.pdf,1078,ABBOTT LABORATORIES,Abbott Laboratories (Pakistan) Ltd.,2016,12/30/2016,Annual Report,./folders\1078_ABBOTT-LABORATORIES_1979_1986_10\500242_8.pdf
481337_1.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2005,12/30/2005,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\481337_1.pdf
421588_2.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2004,12/31/2004,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\421588_2.pdf
417167_3.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2004,01/02/2004,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\417167_3.pdf
417168_4.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2002,12/27/2002,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\417168_4.pdf
345727_5.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2001,12/28/2001,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\345727_5.pdf
319532_6.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2000,12/29/2000,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\319532_6.pdf
286866_7.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,2000,01/01/2000,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\286866_7.pdf
257040_8.pdf,1107,ACE HARDWARE CORP,Ace Hardware Corp.,1999,01/01/1999,Annual Report,./folders\1107_ACE-HARDWARE-CORP_1999_2005_1\257040_8.pdf
2154845_1.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2017,12/30/2017,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\2154845_1.pdf
621226_2.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2009,12/30/2009,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\621226_2.pdf
574246_3.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2008,12/30/2008,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\574246_3.pdf
579109_4.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2008,12/30/2008,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\579109_4.pdf
579351_5.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2006,12/30/2006,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\579351_5.pdf
423300_6.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2005,12/30/2005,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\423300_6.pdf
430655_7.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2004,12/30/2004,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\430655_7.pdf
584013_8.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2004,12/30/2004,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\584013_8.pdf
396450_9.pdf,1121,ADAMS RESOURCES & ENERGY INC,"Adams Resources & Energy, Inc.",2003,12/30/2003,Annual Report,./folders\1121_ADAMS-RESOURCES-&-ENERGY-INC_2002_2017_1\396450_9.pdf
2231870_1.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2018,12/28/2018,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2231870_1.pdf
2111040_2.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,12/29/2017,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2111040_2.pdf
2201576_3.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,12/29/2017,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2201576_3.pdf
1752976_4.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,12/30/2016,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\1752976_4.pdf
2201577_5.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,12/30/2016,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2201577_5.pdf
2026319_6.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,12/25/2015,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2026319_6.pdf
2201578_7.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,12/25/2015,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\2201578_7.pdf
1002477_8.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2014,12/26/2014,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\1002477_8.pdf
1002511_9.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2013,12/30/2013,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2012_2018_1\1002511_9.pdf
1002510_1.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2018,12/28/2018,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002510_1.pdf
1002500_2.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,12/29/2017,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002500_2.pdf
1002515_3.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,12/29/2017,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002515_3.pdf
1002514_4.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,12/30/2016,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002514_4.pdf
1002513_5.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,12/30/2016,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002513_5.pdf
1002517_6.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,12/25/2015,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002517_6.pdf
1002501_7.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,12/25/2015,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002501_7.pdf
1002508_8.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2014,12/26/2014,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002508_8.pdf
1002516_9.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2013,12/30/2013,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_2002_2011_2\1002516_9.pdf
826665_1.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2018,12/28/2018,Annual Report,./folders\1161_ADVANCED-MICRO-DEVICES_1998_2002_3\826665_1.pdf
