Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\7881_NEWMONT-CORP_1986_1999_3\960806_2.pdf,7881,NEWMONT CORP,Newmont Corp,2017,Annual Report 1999,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\250417_3.pdf,7881,NEWMONT CORP,Newmont Corp,2016,None,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\220602_4.pdf,7881,NEWMONT CORP,Newmont Corp,2015,None,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\201339_5.pdf,7881,NEWMONT CORP,Newmont Corp,2014,None,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\468072_6.pdf,7881,NEWMONT CORP,Newmont Corp,2013,AiZnual Report 199,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\465955_7.pdf,7881,NEWMONT CORP,Newmont Corp,2012,1992 Annual Report,None,None,NA
./folders\7881_NEWMONT-CORP_1986_1999_3\465954_8.pdf,7881,NEWMONT CORP,Newmont Corp,2011,990 Annual Report,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\826202_1.pdf,7881,NEWMONT CORP,Newmont Corp,2018,)='. ANNUAL REPORT 2002,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\826201_2.pdf,7881,NEWMONT CORP,Newmont Corp,2017,None,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\826200_3.pdf,7881,NEWMONT CORP,Newmont Corp,2016,Annual eport 2000,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\826199_4.pdf,7881,NEWMONT CORP,Newmont Corp,2015,None,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\826198_5.pdf,7881,NEWMONT CORP,Newmont Corp,2014,Annual Report 1998,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\579691_6.pdf,7881,NEWMONT CORP,Newmont Corp,2013,None,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\578204_7.pdf,7881,NEWMONT CORP,Newmont Corp,2012,None,None,None,NA
./folders\7881_NEWMONT-CORP_1984_2002_4\578206_8.pdf,7881,NEWMONT CORP,Newmont Corp,2011,None,None,None,NA
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\1385257_1.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2013,2013 ANNUAL REPORT,nobleenergyinc.com,None,5762
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305469_2.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2010,(Annual Report),NOBLE ENERGY INC,2010,5759
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305470_3.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2009,(Annual Report),NOBLE ENERGY INC,2009,5758
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305467_4.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2008,None,"NOBLE ENERGY, INC.",2008,5757
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305468_5.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2007,None,"Noble Energy,Inc.",2007,5756
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\507794_6.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2006,None,"NOBLE ENERGY, INC.",2006,5755
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305473_7.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2005,ANNUAL REPORT,"NOBLE ENERGY, INC.",2005,5754
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305474_8.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2004,None,"Noble Energy, Inc.",2004,5753
./folders\7912_NOBLE-ENERGY-INC_2000_2013_1\2305471_9.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2003,2003 AN N UAL R E PORT,"Noble Energy, Inc.",2003,5752
./folders\7912_NOBLE-ENERGY-INC_1996_1996_2\201245_1.pdf,7912,NOBLE ENERGY INC,Noble Energy Inc,2013,None,None,None,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\437147_1.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2005,None,Nordstrom Rack,None,5770
./folders\7922_NORDSTROM-INC_2001_2005_1\437147_2.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2005,None,Nordstrom Rack,None,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\396892_3.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2004,annual report,"NORDSTROM, INC",2004,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\396892_4.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2004,annual report,"NORDSTROM, INC",2004,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\369391_5.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2003,None,None,None,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\369391_6.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2003,None,None,None,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\337239_7.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2002,2001 ANNUAL REPORT,Nordstrom,2002,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\337239_8.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2002,2001 ANNUAL REPORT,Nordstrom,2002,NA
./folders\7922_NORDSTROM-INC_2001_2005_1\826213_9.pdf,7922,NORDSTROM INC,NORDSTROM INC *,2001,2001 ANNUAL REPORT,Nordstrom,2001,NA
./folders\7922_NORDSTROM-INC_1997_2000_2\826212_1.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2005,None,"Nordstrom, Inc.",None,NA
./folders\7922_NORDSTROM-INC_1997_2000_2\278361_2.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2005,None,None,None,NA
./folders\7922_NORDSTROM-INC_1997_2000_2\243530_3.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2004,None,None,None,NA
./folders\7922_NORDSTROM-INC_1997_2000_2\236142_4.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2004,1997 Annual Report,"Nordstrom, Inc.",None,NA
./folders\7922_NORDSTROM-INC_1997_2000_2\216758_5.pdf,7922,NORDSTROM INC,"Nordstrom, Inc.",2003,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\2907477_1.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2022,Annual Report,Northrop Grumman Corporation,2022,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\1719945_2.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2015,A N N U A L  R E P O R T,Northrop Grumman Corporation,2015,5823
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\680515_3.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2010,2010 ANNUAL REPORT,Northrop Grumman Corporation,2010,5818
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\507797_4.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2006,2006 Annual Report,NORTHROP GRUMMAN CORPORATION,2006,5814
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\826677_5.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,2002,None,NORTHROP GRUMMAN,2002,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\826676_6.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,2000,None,NORTHROP GRUMMAN CORPORATION,2000,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\826675_7.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,1998,None,Northrop Grumman 1.,1998,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\216530_8.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,1996,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1995_2022_1\197839_9.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,1995,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\833058_1.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2022,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463358_2.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2015,1993 ANNUAL REPORT,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463356_3.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2010,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463354_4.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2006,Annual Report,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463334_5.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,2002,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\465473_6.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,2000,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463245_7.pdf,7985,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP *,1998,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\465472_8.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,1996,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1988_1994_2\463242_9.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,1995,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1986_1987_3\463229_1.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2022,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1986_1987_3\465470_2.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2015,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1986_1987_3\463207_3.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2010,None,None,None,NA
./folders\7985_NORTHROP-GRUMMAN-CORP_1986_1987_3\465469_4.pdf,7985,NORTHROP GRUMMAN CORP,Northrop Grumman Corp,2006,None,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\645361_1.pdf,7991,TEREX CORP,Terex Corp.,2009,ANNUAL REPORT 2009,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\825377_2.pdf,7991,TEREX CORP,TEREX CORP *,2002,Annual Report/Form 10 K,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\825376_3.pdf,7991,TEREX CORP,TEREX CORP *,2000,Annual Report/Form 10-K,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\825375_4.pdf,7991,TEREX CORP,TEREX CORP *,1999,nual Report 1999,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\254964_5.pdf,7991,TEREX CORP,Terex Corp.,1998,None,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\825374_6.pdf,7991,TEREX CORP,TEREX CORP *,1998,None,None,None,NA
./folders\7991_TEREX-CORP_1997_2009_1\236821_7.pdf,7991,TEREX CORP,Terex Corp.,1997,None,None,None,NA
./folders\8030_NUCOR-CORP_2008_2017_1\728680_6.pdf,8030,NUCOR CORP,Nucor Corp.,2012,2012 ANNUAL REPORT,None,None,5844
./folders\8030_NUCOR-CORP_2008_2017_1\686103_7.pdf,8030,NUCOR CORP,Nucor Corp.,2011,2011 ANNUAL REPORT,None,None,5843
./folders\8030_NUCOR-CORP_2008_2017_1\662773_8.pdf,8030,NUCOR CORP,Nucor Corp.,2010,None,None,None,5842
./folders\8030_NUCOR-CORP_2002_2007_2\530586_1.pdf,8030,NUCOR CORP,Nucor Corp.,2017,2007 Annual Report,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\488290_2.pdf,8030,NUCOR CORP,Nucor Corp.,2016,2006 Annual Report,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\456143_3.pdf,8030,NUCOR CORP,Nucor Corp.,2015,2005 Annual Report,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\424769_4.pdf,8030,NUCOR CORP,Nucor Corp.,2014,2004 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\424769_5.pdf,8030,NUCOR CORP,Nucor Corp.,2013,2004 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\394573_6.pdf,8030,NUCOR CORP,Nucor Corp.,2012,None,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\394573_7.pdf,8030,NUCOR CORP,Nucor Corp.,2011,None,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\365974_8.pdf,8030,NUCOR CORP,Nucor Corp.,2010,None,None,None,NA
./folders\8030_NUCOR-CORP_2002_2007_2\825577_9.pdf,8030,NUCOR CORP,Nucor Corp.,2009,2002 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\334608_1.pdf,8030,NUCOR CORP,Nucor Corp.,2017,2001 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\825576_2.pdf,8030,NUCOR CORP,Nucor Corp.,2016,2001 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\334608_3.pdf,8030,NUCOR CORP,Nucor Corp.,2015,2001 ANNUAL REPORT,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\304907_4.pdf,8030,NUCOR CORP,Nucor Corp.,2014,None,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\275584_5.pdf,8030,NUCOR CORP,Nucor Corp.,2013,None,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\242495_6.pdf,8030,NUCOR CORP,Nucor Corp.,2012,None,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\218751_7.pdf,8030,NUCOR CORP,Nucor Corp.,2011,None,None,None,NA
./folders\8030_NUCOR-CORP_1996_2001_3\200824_8.pdf,8030,NUCOR CORP,Nucor Corp.,2010,None,None,None,NA
./folders\8062_OAK-INDUSTRIES-INC_1996_1998_1\243096_1.pdf,8062,OAK INDUSTRIES INC,Oak Industries Inc.,1998,None,None,None,5857
./folders\8062_OAK-INDUSTRIES-INC_1996_1998_1\217644_2.pdf,8062,OAK INDUSTRIES INC,Oak Industries Inc.,1997,None,None,None,5856
./folders\8062_OAK-INDUSTRIES-INC_1996_1998_1\199936_3.pdf,8062,OAK INDUSTRIES INC,Oak Industries Inc.,1996,None,None,None,5855
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\496220_1.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,2006,2006 Annual Report,Occidental Petroleum Corporation,2006,5859
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\825583_2.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2002,None,OCCIDENTAL PETROLEUM CORPORATION,2002,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\825582_3.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2001,None,Occidental Petroleum Corporation,2001,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\217352_4.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1997,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\606277_5.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\199616_6.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,199G Annual Report,OCC I DENTAL P ET ROLEUM,1996,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\446326_7.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,MENTAL A NNUAL REPORT,OCCIDENTAL PETROLEUM CORPORATION,1995,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\606278_8.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1995_2006_1\606279_9.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446325_1.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,2006,None,Occidental Petroleum Corporation,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446325_2.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2002,None,Occidental Petroleum Corporation,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446324_3.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2001,None,Occidental Petroleum Corporat,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446324_4.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1997,None,Occidental Petroleum Corporat,1997,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446321_5.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,1992 Annual Report,Occidental Petroleum Corporation,1996,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446321_6.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,1992 Annual Report,Occidental Petroleum Corporation,1996,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446320_7.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,Occ iden tal Petroleum Corporat ion,1995,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\446320_8.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,Occ iden tal Petroleum Corporat ion,1995,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_3\577631_9.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\584380_1.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,2006,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\460106_2.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2002,None,Occidental Petroleum Corporation,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\466226_3.pdf,8068,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP *,2001,Annua l report writing,Occidental Petroleum Corporation :,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\465922_4.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1997,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\465921_5.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,None,Occidental Petroleum Corporation :,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\580908_6.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1996,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\581302_7.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\580507_8.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8068_OCCIDENTAL-PETROLEUM-CORP_1981_1989_4\579404_9.pdf,8068,OCCIDENTAL PETROLEUM CORP,Occidental Petroleum Corp,1995,None,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\220531_1.pdf,8123,OLIN CORP,Olin Corp.,1997,None,None,None,5877
./folders\8123_OLIN-CORP_1985_1997_1\200913_2.pdf,8123,OLIN CORP,Olin Corp.,1996,None,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\195976_3.pdf,8123,OLIN CORP,Olin Corp.,1995,None,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465911_4.pdf,8123,OLIN CORP,Olin Corp.,1991,None,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465906_5.pdf,8123,OLIN CORP,Olin Corp.,1990,Annual Report for 1948,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465898_6.pdf,8123,OLIN CORP,Olin Corp.,1989,Annual Reports Inc,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465889_7.pdf,8123,OLIN CORP,Olin Corp.,1988,1990 Annual Report,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465887_8.pdf,8123,OLIN CORP,Olin Corp.,1987,None,None,None,NA
./folders\8123_OLIN-CORP_1985_1997_1\465885_9.pdf,8123,OLIN CORP,Olin Corp.,1986,None,None,None,NA
./folders\8123_OLIN-CORP_1983_1984_2\578232_1.pdf,8123,OLIN CORP,Olin Corp.,1997,None,None,None,NA
./folders\8123_OLIN-CORP_1983_1984_2\583022_2.pdf,8123,OLIN CORP,Olin Corp.,1996,None,None,None,NA
./folders\8133_OMNICARE-INC_2000_2006_1\507957_1.pdf,8133,OMNICARE INC,Omnicare Inc.,2006,2006 ANNUAL REPORT,"Omnicare, Inc.",2006,5903
./folders\8133_OMNICARE-INC_2000_2006_1\456445_2.pdf,8133,OMNICARE INC,Omnicare Inc.,2005,2005 ANNUAL REPORT,Omnicare,2005,5902
./folders\8133_OMNICARE-INC_2000_2006_1\427818_3.pdf,8133,OMNICARE INC,Omnicare Inc.,2004,None,"Omnicare, Inc.",2004,NA
./folders\8133_OMNICARE-INC_2000_2006_1\403540_4.pdf,8133,OMNICARE INC,Omnicare Inc.,2003,None,"Omnicare, Inc.",2003,NA
./folders\8133_OMNICARE-INC_2000_2006_1\369094_5.pdf,8133,OMNICARE INC,Omnicare Inc.,2002,2002 Annual Report,"Omnicare, Inc.",2002,NA
./folders\8133_OMNICARE-INC_2000_2006_1\826367_6.pdf,8133,OMNICARE INC,OMNICARE INC *,2002,2002 Annual Report,"Omnicare, Inc.",2002,NA
./folders\8133_OMNICARE-INC_2000_2006_1\354185_7.pdf,8133,OMNICARE INC,Omnicare Inc.,2001,2001 ANNUAL REPORT,"OMNICARE, INC.",2001,NA
./folders\8133_OMNICARE-INC_2000_2006_1\826366_8.pdf,8133,OMNICARE INC,OMNICARE INC *,2001,None,"OMNICARE, INC. 1",2001,NA
./folders\8133_OMNICARE-INC_2000_2006_1\309055_9.pdf,8133,OMNICARE INC,Omnicare Inc.,2000,None,None,None,5901
./folders\8133_OMNICARE-INC_1992_1999_2\297029_1.pdf,8133,OMNICARE INC,Omnicare Inc.,2006,None,None,None,NA
./folders\8133_OMNICARE-INC_1992_1999_2\826364_2.pdf,8133,OMNICARE INC,Omnicare Inc.,2005,None,"of Omnicare, Inc.",None,NA
./folders\8133_OMNICARE-INC_1992_1999_2\251420_3.pdf,8133,OMNICARE INC,Omnicare Inc.,2004,None,None,None,NA
./folders\8133_OMNICARE-INC_1992_1999_2\238488_4.pdf,8133,OMNICARE INC,Omnicare Inc.,2003,None,None,None,NA
./folders\8133_OMNICARE-INC_1992_1999_2\200495_5.pdf,8133,OMNICARE INC,Omnicare Inc.,2002,None,None,None,NA
./folders\8133_OMNICARE-INC_1992_1999_2\585342_6.pdf,8133,OMNICARE INC,OMNICARE INC *,2002,None,None,None,NA
./folders\8202_OUTBOARD-MARINE-CORP_1994_1996_1\203873_1.pdf,8202,OUTBOARD MARINE CORP,Outboard Marine Corp.,1996,None,OUT BO ARD MAR INE CORPORATION,1996,NA
./folders\8202_OUTBOARD-MARINE-CORP_1994_1996_1\197794_2.pdf,8202,OUTBOARD MARINE CORP,Outboard Marine Corp.,1995,None,Outboard Marine Corporation,None,NA
./folders\8202_OUTBOARD-MARINE-CORP_1994_1996_1\466322_3.pdf,8202,OUTBOARD MARINE CORP,Outboard Marine Corp.,1994,None,Outboard Marine Corporation,None,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\1452063_1.pdf,8213,OWENS & MINOR INC,"Owens & Minor, Inc.",2012,None,", Owens & Minor",None,5922
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\825628_2.pdf,8213,OWENS & MINOR INC,OWENS & MINOR INC *,2002,Form 10-K Annual Report,wens & Minor,2002,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\825627_3.pdf,8213,OWENS & MINOR INC,OWENS & MINOR INC *,2001,2001 ANNUAL REPORT,Owens & Minor.,2001,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\314667_4.pdf,8213,OWENS & MINOR INC,"Owens & Minor, Inc.",2000,None,None,None,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\276849_5.pdf,8213,OWENS & MINOR INC,"Owens & Minor, Inc.",1999,None,None,None,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\218363_6.pdf,8213,OWENS & MINOR INC,"Owens & Minor, Inc.",1997,None,None,None,NA
./folders\8213_OWENS-&-MINOR-INC_1996_2012_1\200443_7.pdf,8213,OWENS & MINOR INC,"Owens & Minor, Inc.",1996,None,None,None,NA
./folders\8214_OWENS-CORNING_1994_2006_1\538242_1.pdf,8214,OWENS CORNING,Owens Corning,2006,None,Owens Corning,2006,NA
./folders\8214_OWENS-CORNING_1994_2006_1\277670_2.pdf,8214,OWENS CORNING,Owens Corning,1999,1999 Annual Report,Net Owens Corning,1999,NA
./folders\8214_OWENS-CORNING_1994_2006_1\242796_3.pdf,8214,OWENS CORNING,Owens Corning,1998,1998 Annual Report,Net Owens Corning,1998,NA
./folders\8214_OWENS-CORNING_1994_2006_1\825632_4.pdf,8214,OWENS CORNING,OWENS CORNING FIBERGLAS CORP *,1998,1998 Annual Report,Net Owens Corning,1998,NA
./folders\8214_OWENS-CORNING_1994_2006_1\218102_5.pdf,8214,OWENS CORNING,Owens Corning,1997,1997 Annual Report,Owens Corning,1997,NA
./folders\8214_OWENS-CORNING_1994_2006_1\825631_6.pdf,8214,OWENS CORNING,OWENS CORNING FIBERGLAS CORP *,1997,1997 Annual Report,wens Corning,1997,NA
./folders\8214_OWENS-CORNING_1994_2006_1\200813_7.pdf,8214,OWENS CORNING,Owens Corning,1996,1996 Annual Report,Owens Corning.,1996,NA
./folders\8214_OWENS-CORNING_1994_2006_1\825630_8.pdf,8214,OWENS CORNING,OWENS CORNING FIBERGLAS CORP *,1996,1996 Annual Report,Owens Corning.,1996,NA
./folders\8214_OWENS-CORNING_1994_2006_1\825629_9.pdf,8214,OWENS CORNING,OWENS CORNING FIBERGLAS CORP *,1995,1995 Annual Report,Owens Corning,1995,NA
./folders\8214_OWENS-CORNING_1986_1994_2\463981_1.pdf,8214,OWENS CORNING,Owens Corning,2006,None,Ovens-Corning',None,NA
